"REF_DATE","GEO","DGUID","Violations and calls for service","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1210497675","11.27.1","35","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1210497676","11.28.1","71","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1210497677","11.29.1","25","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Calls for service, overdose","Actual incidents","Number","223","units","0","v1210497678","11.30.1","18","","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1210497679","11.31.1","","..","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1210497680","11.32.1","","..","","","0"
"2020-11","Regina, Saskatchewan, municipal [47063]","47063","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1210497681","11.33.1","","..","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1210497682","12.1.1","135","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497683","12.2.1","108","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497684","12.3.1","27","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497685","12.4.1","0","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1210497686","12.5.1","17","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497687","12.6.1","16","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497688","12.7.1","1","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497689","12.8.1","0","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1210497690","12.9.1","9","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1210497691","12.10.1","17","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1210497692","12.11.1","13","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Uttering threats by family","Actual incidents","Number","223","units","0","v1210497693","12.12.1","4","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497694","12.13.1","0","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Total robbery [160]","Actual incidents","Number","223","units","0","v1210497695","12.14.1","34","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1210497696","12.15.1","0","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1210497697","12.16.1","0","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1210497698","12.17.1","185","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1210497699","12.18.1","127","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1210497700","12.19.1","58","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840074","12.34.1","0","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1210497701","12.20.1","185","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Shoplifting [213]","Actual incidents","Number","223","units","0","v1210497702","12.21.1","100","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1210497703","12.22.1","124","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1210497704","12.23.1","259","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Impaired driving, operating while impaired [923]","Actual incidents","Number","223","units","0","v1210497705","12.24.1","19","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Provincial/Territorial acts related to COVID-19","Actual incidents","Number","223","units","0","v1210497706","12.25.1","3","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Calls for service, domestic disturbances / disputes","Actual incidents","Number","223","units","0","v1210497707","12.26.1","518","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Calls for service, Mental Health Act (MHA) apprehension","Actual incidents","Number","223","units","0","v1210497708","12.27.1","","..","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Calls for service, mental health - other","Actual incidents","Number","223","units","0","v1210497709","12.28.1","43","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Calls for service, suicide/attempted suicide","Actual incidents","Number","223","units","0","v1210497710","12.29.1","153","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Calls for service, overdose","Actual incidents","Number","223","units","0","v1210497711","12.30.1","22","","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Calls for service, child welfare check","Actual incidents","Number","223","units","0","v1210497712","12.31.1","","..","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Calls for service, check welfare - general","Actual incidents","Number","223","units","0","v1210497713","12.32.1","","..","","","0"
"2020-11","Saskatoon, Saskatchewan, municipal [47066]","47066","Calls for service, child custody matter - domestic","Actual incidents","Number","223","units","0","v1210497714","12.33.1","","..","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Total assaults (levels 1, 2, 3) [141]","Actual incidents","Number","223","units","0","v1210497715","13.1.1","553","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497716","13.2.1","270","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497717","13.3.1","283","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497718","13.4.1","0","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Total sexual assaults (levels 1, 2, 3) [131]","Actual incidents","Number","223","units","0","v1210497719","13.5.1","61","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Sexual assaults by non-family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497720","13.6.1","44","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Sexual assaults by family (levels 1, 2, 3)","Actual incidents","Number","223","units","0","v1210497721","13.7.1","17","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Sexual assaults where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497722","13.8.1","0","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Assault against peace or public officer (level 1) [1460]","Actual incidents","Number","223","units","0","v1210497723","13.9.1","19","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Uttering threats [1627]","Actual incidents","Number","223","units","0","v1210497724","13.10.1","103","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Uttering threats by non-family","Actual incidents","Number","223","units","0","v1210497725","13.11.1","72","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Uttering threats by family","Actual incidents","Number","223","units","0","v1210497726","13.12.1","31","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Uttering threats where relationship type is unknown","Actual incidents","Number","223","units","0","v1210497727","13.13.1","0","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Total robbery [160]","Actual incidents","Number","223","units","0","v1210497728","13.14.1","76","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Dangerous operation, causing death or bodily harm [911]","Actual incidents","Number","223","units","0","v1210497729","13.15.1","2","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Impaired driving, causing death or bodily harm [921]","Actual incidents","Number","223","units","0","v1210497730","13.16.1","0","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Total breaking and entering [210]","Actual incidents","Number","223","units","0","v1210497731","13.17.1","552","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Breaking and entering, non-residential","Actual incidents","Number","223","units","0","v1210497732","13.18.1","448","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Breaking and entering, residential","Actual incidents","Number","223","units","0","v1210497733","13.19.1","104","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Breaking and entering where location type is unknown","Actual incidents","Number","223","units","0","v1234840075","13.34.1","0","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Motor vehicle theft [2135]","Actual incidents","Number","223","units","0","v1210497734","13.20.1","399","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Shoplifting [213]","Actual incidents","Number","223","units","0","v1210497735","13.21.1","412","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Fraud/identity theft/identity fraud [216]","Actual incidents","Number","223","units","0","v1210497736","13.22.1","376","","","","0"
"2020-11","Calgary, Alberta, municipal [48014]","48014","Fail to comply with order [3410]","Actual incidents","Number","223","units","0","v1210497737","13.23.1","","..","","","0"
